impact,cum_ret,std_daily_ret,avg_daily_ret,Sharpe_ratio
0.0,1.6636000000000002,0.009215259356721003,0.0019841133801022717,3.417898752601747
0.0003,1.6305514000000008,0.009258429630372525,0.0019597421159674323,3.3601747680793492
0.001,1.553438000000006,0.009363906387111627,0.0019016980635758278,3.2239238221432425
0.005,1.1127900000000035,0.010114277244583664,0.0015332739664173957,2.4064961887666834
0.02,-0.5396400000000015,0.018405379496041763,-0.0013656123636534017,-1.177830873517938
